"RAILROAD","IYR","IMO","STATE","COUNTY","LOCOMI","MTMI","ysmi","TOTMI","EMPHRS","PASSMI","REVPASS","TYPRR","REGION","DUMMY","YEAR4","FRTRNMI","PASTRNMI","OTHERMI","CNTYCD","STCNTY","NARR1","NARR2","NARR3","NARRLEN",DUMMY1
"HVMV","17","09","18","STARKE              ","0","0","37","137","0","2860","286","3 ","4","","2017","0","100","0","149","18C149","*CORRECTED 11-10-17 M. KNEBEL*","","","30","",
"CAMY","17","06","18","FAYETTE             ","0","0","0","370","532","0","0","3 ","4","","2017","370","0","0","041","18C041","","","","0","",
"CKIN","17","06","18","FAYETTE             ","0","0","0","234","1185","0","0","3 ","4","","2017","234","0","0","041","18C041","","","","0","",
"NCTC","17","10","06","SAN DIEGO           ","0","0","0","21678","22693","3097920","110640","6 ","7","","2017","0","21678","0","073","06C073","","","","0","",
"CHAT","17","05","12","DUVAL               ","0","0","0","0","0","0","0","3 ","3","","2017","0","0","0","031","12C031","MAN HOURS, FREIGHT TRAIN MILES AND YARD SWITCHING MILES HAVE BEEN INCLUDED IN THE RAILROAD INJURY AN","D ILLNESS SUMMARY FOR THE BAY LINE RAILROAD (BAYL)","","150","",
"SCRS","17","11","06","RIVERSIDE           ","0","0","1352","1352","5486","0","0","3 ","7","","2017","0","0","0","065","06C065","","","","0","",
"CWR ","17","11","06","MENDOCINO           ","0","0","0","860","6815","42772","2784","3 ","7","","2017","0","860","0","045","06C045","","","","0","",
"NDW ","17","04","17","PEORIA              ","0","0","185","1096","715","0","0","3 ","4","","2017","911","0","0","143","17C143","SUBMITTING 6180.55 PER INSTRUCTIONS ON DECEMBER 8, 2017 FROM FRA INSPECTORS.  PRACTICES TO SPLIT OUT"," THE TRAIN MILES & HOURS ON MICHIGAN SOUTHERN RAILROAD CO. (RR CODE MSO) AND MICHIGAN SOUTHERN RAILR","OAD DBA NAPOLEON, DEFIANCE & WESTERN (RR CODE NDW)","250","",
"NDW ","17","05","17","PEORIA              ","0","0","225","1233","734","0","0","3 ","4","","2017","1008","0","0","143","17C143","SUBMITTING 6180.55 PER INSTRUCTIONS ON DECEMBER 8, 2017 FROM FRA INSPECTORS.  PRACTICES TO SPLIT OUT"," THE TRAIN MILES & HOURS ON MICHIGAN SOUTHERN RAILROAD CO. (RR CODE MSO) AND MICHIGAN SOUTHERN RAILR","OAD DBA NAPOLEON, DEFIANCE & WESTERN (RR CODE NDW)","250","",
"TRC ","17","07","06","SAN BERNARDINO      ","0","0","1146","2589","3521","0","0","3 ","7","","2017","1443","0","0","071","06C071","","","","0","",
"TRC ","17","05","06","SAN BERNARDINO      ","0","0","1079","2497","4025","0","0","3 ","7","","2017","1418","0","0","071","06C071","
","","","2","",
"TRC ","17","06","06","SAN BERNARDINO      ","0","0","1282","2779","3996","0","0","3 ","7","","2017","1497","0","0","071","06C071","","","","0","",
"VCRR","17","08","06","VENTURA             ","0","0","79","423","566","0","0","3 ","7","","2017","344","0","0","111","06C111","","","","0","",
"SDIY","17","08","06","SAN DIEGO           ","0","0","64","748","594","0","0","3 ","7","","2017","684","0","0","073","06C073","","","","0","",
"NICX","17","07","06","ALAMEDA             ","0","0","5","450","0","42795","3170","3 ","7","","2017","0","425","20","001","06C001","11. NONE, 13. YARD SWITCHING, 14. WORK TRAINS, 15. ALL VOLUNTEER GROUP, 16. BASED ON 13.5 MILE ROUND"," TRIP. 17. NORMAL OPERATION. 
","","131","",
"NWP ","17","07","06","SONOMA              ","0","0","222","932","751","0","0","6 ","7","","2017","710","0","0","097","06C097","ADDRESS CHANGED FROM SUITE 104 TO 200","","","37","",
"SAV ","17","08","06","SACRAMENTO          ","0","0","2238","2238","861","0","0","3 ","7","","2017","0","0","0","067","06C067","","","","0","",
"NCSS","17","07","06","CONTRA COSTA        ","0","0","372","372","2357","0","0","3 ","7","","2017","0","0","0","013","06C013","","","","0","",
"BJRR","17","11","06","SAN DIEGO           ","0","0","60","60","384","0","0","3 ","7","","2017","0","0","0","073","06C073","","","","0","",
"SDIY","17","09","06","SAN DIEGO           ","0","0","0","498","1340","0","0","3 ","7","","2017","498","0","0","073","06C073","THE REASON FOR THE FLUCTUATION IN HOURS IS BECAUSE OF THREE (3) PAY PERIODS IN THE MONTH. ","","","89","",
"VCRR","17","09","06","VENTURA             ","0","0","0","238","736","0","0","3 ","7","","2017","238","0","0","111","06C111","THE REASON FOR THE FLUCTUATION IN HOURS IS BECAUSE OF THREE (3) PAY PERIODS IN THE MONTH. ","","","89","",
"GWR ","17","02","08","LARIMER             ","0","0","792","4780","5261","0","0","3 ","6","","2017","3988","0","0","069","08C069","","","","0","",
"SMV ","17","10","06","SANTA BARBARA       ","0","0","0","133","1210","0","0","3 ","7","","2017","133","0","0","083","06C083","","","","0","",
"SMV ","17","12","06","SANTA BARBARA       ","0","0","0","190","971","0","0","3 ","7","","2017","190","0","0","083","06C083","","","","0","",
"MET ","17","10","06","STANISLAUS          ","0","0","4392","4392","7860","0","0","3 ","7","","2017","0","0","0","099","06C099","","","","0","",
"SJVR","17","04","06","KERN                ","0","0","0","16804","19397","0","0","3 ","7","","2017","16804","0","0","029","06C029","THE REASON FOR THE FLUCTUATION IN HOURS IS BECAUSE OF THREE (3) PAY PERIODS IN THE MONTH. ","","","89","",
"SMRT","17","04","06","SONOMA              ","0","0","82","18902","32890","0","0","6 ","7","","2017","127","0","18693","097","06C097","","","","0","",
"NVRR","17","09","06","NAPA                ","0","0","50","4190","24521","401580","11155","3 ","7","","2017","0","4140","0","055","06C055","","","","0","",
"NWP ","17","04","06","SONOMA              ","0","0","216","920","980","0","0","6 ","7","","2017","704","0","0","097","06C097","","","","0","",
"CWR ","17","03","06","MENDOCINO           ","0","0","0","263","1891","13839","1977","3 ","7","","2017","0","203","60","045","06C045","","","","0","",
"CCT ","17","05","06","SAN JOAQUIN         ","0","0","4659","5231","4686","0","0","3 ","7","","2017","572","0","0","077","06C077","","","","0","",
"HOG ","17","12","12","DUVAL               ","0","0","275","1369","3255","0","0","3 ","3","","2017","1094","0","0","031","12C031","WORKER HOURS ARE REPORTED BY PAYROLL AND ARE CORRECT. ","","","53","",
"MMID","17","12","12","DUVAL               ","0","0","0","2076","1635","0","0","3 ","3","","2017","2076","0","0","031","12C031","DECREASE IN STONE TRAFFICE DECREASED FREIGHT MILEAGE.","","","53","",
"NCVA","17","12","12","DUVAL               ","0","0","0","3181","2735","0","0","3 ","3","","2017","3181","0","0","031","12C031","","","","0","",
"PCN ","17","12","12","DUVAL               ","0","0","177","377","330","0","0","3 ","3","","2017","200","0","0","031","12C031","DECREASE IN MILEAGE DUE TO HOLIDAY SCHEDULE.","","","44","",
"PGBX","17","12","12","DUVAL               ","0","0","1797","1797","1048","0","0","3 ","3","","2017","0","0","0","031","12C031","","","","0","",
"RALI","17","12","12","DUVAL               ","0","0","1420","1420","1009","0","0","3 ","3","","2017","0","0","0","031","12C031","","","","0","",
"RLST","17","12","12","DUVAL               ","0","0","643","643","497","0","0","3 ","3","","2017","0","0","0","031","12C031","","","","0","",
"RSOR","17","12","12","DUVAL               ","0","0","50","525","987","0","0","3 ","3","","2017","475","0","0","031","12C031","","","","0","",
"RSS ","17","12","12","DUVAL               ","0","0","144","180","202","0","0","3 ","3","","2017","36","0","0","031","12C031","DECREASE IN SWITCHING MILEAGE DUE TO DECLINE IN CAR VOLUMES.","","","60","",
"SAPT","17","12","12","DUVAL               ","0","0","6894","6894","4898","0","0","3 ","3","","2017","0","0","0","031","12C031","WORKER HOURS ARE REPORTED BY PAYROLL AND ARE CORRECT. ","","","53","",
"SCRF","17","12","12","DUVAL               ","0","0","1428","3069","1900","0","0","3 ","3","","2017","1641","0","0","031","12C031","","","","0","",
"WTRY","17","12","12","DUVAL               ","0","0","3641","3641","1321","0","0","3 ","3","","2017","0","0","0","031","12C031","","","","0","",
"AGCR","17","12","12","DUVAL               ","0","0","0","0","0","0","0","6 ","3","","2017","0","0","0","031","12C031","","","","0","",
"ATW ","17","12","12","DUVAL               ","0","0","788","1382","566","0","0","3 ","3","","2017","594","0","0","031","12C031","","","","0","",
"CA  ","17","12","12","DUVAL               ","0","0","0","585","417","0","0","3 ","3","","2017","585","0","0","031","12C031","","","","0","",
"CCPN","17","12","12","DUVAL               ","0","0","4419","4419","2580","0","0","3 ","3","","2017","0","0","0","031","12C031","INCREASED SWITCHING MILEAGE FOR GRAIN, MILITARY AND ORE TRAFFIC.","","","64","",
"CPDR","17","12","12","DUVAL               ","0","0","1968","3516","1680","0","0","3 ","3","","2017","1548","0","0","031","12C031","","","","0","",
"CWRY","17","12","12","DUVAL               ","0","0","288","4098","1488","0","0","3 ","3","","2017","3810","0","0","031","12C031","","","","0","",
"ETRY","17","12","12","DUVAL               ","0","0","120","120","296","0","0","3 ","3","","2017","0","0","0","031","12C031","","","","0","",
"FCRD","17","12","12","DUVAL               ","0","0","3774","4685","3406","0","0","3 ","3","","2017","911","0","0","031","12C031","WORKER HOURS ARE REPORTED BY PAYROLL AND ARE CORRECT. ","","","53","",
"GC  ","17","12","12","DUVAL               ","0","0","2304","8096","5984","0","0","3 ","3","","2017","5792","0","0","031","12C031","MILEAGE DECREASE DUE TO WEATHER AND HOLIDAY SCHEDULES. WORKER HOURS ARE REPORTED BY PAYROLL AND ARE ","CORRECT. ","","108","",
"GIMY","17","12","12","DUVAL               ","0","0","8556","8966","8662","0","0","3 ","3","","2017","410","0","0","031","12C031","WORKER HOURS ARE REPORTED BY PAYROLL AND ARE CORRECT. AMENDED 2/27/2018 TO CORRECT SWITCHING MILEAGE"," MISCALCULATION. SWITCHING MILEAGE INCREASED DUE TO CHANGING THE WAY MILEAGE IS CALCULATED PER FRA I","NSTRUCTION.","211","",
"TRC ","17","03","06","SAN BERNARDINO      ","0","0","1364","2813","4243","0","0","3 ","7","","2017","1449","0","0","071","06C071","","","","0","",
"TRC ","17","04","06","SAN BERNARDINO      ","0","0","1022","2262","3417","0","0","3 ","7","","2017","1240","0","0","071","06C071","","","","0","",
"SAV ","17","05","06","SACRAMENTO          ","0","0","2165","2165","1039","0","0","3 ","7","","2017","0","0","0","067","06C067","","","","0","",
"SJVR","17","08","06","KERN                ","0","0","0","18013","13124","0","0","3 ","7","","2017","18013","0","0","029","06C029","","","","0","",
"SCRS","17","04","06","RIVERSIDE           ","0","0","1352","1352","6304","0","0","3 ","7","","2017","0","0","0","065","06C065","","","","0","",
"CCT ","17","09","06","SAN JOAQUIN         ","0","0","4568","5166","4259","0","0","3 ","7","","2017","598","0","0","077","06C077","","","","0","",
"SAV ","17","09","06","SACRAMENTO          ","0","0","1845","1845","925","0","0","3 ","7","","2017","0","0","0","067","06C067","","","","0","",
"MET ","17","11","06","STANISLAUS          ","0","0","4069","4069","7631","0","0","3 ","7","","2017","0","0","0","099","06C099","","","","0","",
"ACEX","17","11","06","SAN JOAQUIN         ","0","0","0","14060","13952","4962926","111379","6 ","7","","2017","0","13276","784","077","06C077","","","","0","",
"SFBR","17","04","06","SAN FRANCISCO       ","0","0","480","485","2560","0","0","3 ","7","","2017","5","0","0","075","06C075","","","","0","",
"RTRX","17","08","06","TUOLUMNE            ","0","0","11","233","355","12954","2159","3 ","7","","2017","0","222","0","109","06C109","","","","0","",
"SAV ","17","10","06","SACRAMENTO          ","0","0","2240","2240","1093","0","0","3 ","7","","2017","0","0","0","067","06C067","","","","0","",
"LACZ","17","10","06","LOS ANGELES         ","0","0","0","50814","0","3845832","640972","3 ","7","","2017","0","50814","0","037","06C037","","","","0","",
"PSRR","17","09","06","SAN DIEGO           ","0","0","1529","2493","1581","0","0","3 ","7","","2017","964","0","0","073","06C073","","","","0","",
"SERA","17","10","06","YOLO                ","0","0","194","2350","6651","0","0","3 ","7","","2017","2156","0","0","113","06C113","NONE","","","4","",
"WRM ","17","10","06","SOLANO              ","0","0","0","912","576","45368","5646","3 ","7","","2017","0","912","0","095","06C095","NONE","","","4","",
"SMRT","17","10","06","SONOMA              ","0","0","15","36074","18007","2470479","57453","6 ","7","","2017","0","36034","25","097","06C097","FREE RIDES THE WEEK OF OCT 09 DUE TO THE NORTHBAY FIRES. 

FRA FORM F 6180.150 IS NOT ATTACHED DUE"," TO THE HIPPA LAWS, SANTA ROSA POLICE DEPARTMENT HASNT PROVIDED A REPORT TO SMART OF THE INCIDENT AT"," STEELE LN AT THE TIME OF THIS REPORT.","238","",
"WRM ","17","09","06","SOLANO              ","0","0","0","437","441","8567","1129","3 ","7","","2017","0","437","0","095","06C095","NONE","","","4","",
"ACEX","17","09","06","SAN JOAQUIN         ","0","0","0","14149","14478","5141214","116712","6 ","7","","2017","0","13531","618","077","06C077","","","","0","",
"OERY","17","09","06","RIVERSIDE           ","0","0","0","154","0","3075","1025","3 ","7","","2017","0","154","0","065","06C065","","","","0","",
"ACEX","17","12","06","SAN JOAQUIN         ","0","0","0","13431","13456","4002535","89910","6 ","7","","2017","0","12935","496","077","06C077","","","","0","",
"WRM ","17","12","06","SOLANO              ","0","0","0","335","557","12808","1667","3 ","7","","2017","0","335","0","095","06C095","NONE","","","4","",
"SMRT","17","12","06","SONOMA              ","0","0","15","33995","16539","1976538","45966","6 ","7","","2017","0","33970","10","097","06C097","","","","0","",
"QRR ","17","11","06","PLUMAS              ","0","0","0","366","339","0","0","3 ","7","","2017","366","0","0","063","06C063","","","","0","",
"FMWX","17","09","06","VENTURA             ","0","0","0","184","102","14280","535","3 ","7","","2017","1","182","1","111","06C111","","","","0","",
"VCRR","17","12","06","VENTURA             ","0","0","0","326","582","0","0","3 ","7","","2017","326","0","0","111","06C111","","","","0","",
"DSNG","17","01","08","LA PLATA            ","0","0","4","863","13781","87377","1982","3 ","6","","2017","0","800","59","067","08C067","REDUCTION IN PASSENGER TRAIN MILES AND EMPLOYEE HOURS DUE TO ONLY RUNNING TRAINS 3 DAYS A WEEK.","","","95","",
"IARR","17","05","19","HARDIN              ","0","0","0","194","232","0","0","3 ","6","","2017","194","0","0","083","19C083","","","","0","",
"KJRY","17","06","17","PEORIA              ","0","0","540","2313","3663","0","0","3 ","4","","2017","1773","0","0","143","17C143","","","","0","",
"AIRR","17","01","31","CHEYENNE            ","0","0","86","86","707","0","0","3 ","6","","2017","0","0","0","033","31C033","","","","0","",
"PCMZ","17","11","06","SANTA CLARA         ","0","0","2304","111156","78398","33164101","1423352","6 ","7","","2017","0","108852","0","085","06C085","","","","0","",
"SCAX","17","11","06","LOS ANGELES         ","0","0","0","228608","78448","26315552","851636","6 ","7","","2017","0","228608","0","037","06C037","INCIDENT # 112017-FEMALE PASSENGER CAUGHT BETWEEN DOORS WHILE ATTEMPTING TO EXIT. REPORTABLE FOR PHY","SICAL THERAPY AND PRESCRIBED RX. NOV LATE REPORT ADDED ON  2/28/18","","166","",
"SCRT","17","11","06","SACRAMENTO          ","0","0","0","60556","0","7328047","422159","3 ","7","","2017","0","51106","9450","067","06C067","","","","0","",
"SDTI","17","11","06","SAN DIEGO           ","0","0","0","156644","9578","12763881","2098964","3 ","7","","2017","0","156644","0","073","06C073","","","","0","",
"WFS ","17","01","06","TULARE              ","0","0","48","48","0","0","0","3 ","7","","2017","0","0","0","107","06C107","","","","0","",
"LAJ ","17","02","06","LOS ANGELES         ","0","0","4812","4812","3586","0","0","6 ","7","","2017","0","0","0","037","06C037","","","","0","",
"MET ","17","12","06","STANISLAUS          ","0","0","3933","3933","7352","0","0","3 ","7","","2017","0","0","0","099","06C099","","","","0","",
"CCT ","17","12","06","SAN JOAQUIN         ","0","0","3516","4010","3874","0","0","3 ","7","","2017","494","0","0","077","06C077","HOLIDAYS","","","8","",
"NICX","17","11","06","ALAMEDA             ","0","0","10","360","0","59427","4402","3 ","7","","2017","0","335","15","001","06C001","11. NONE, 13. YARD SWITCHING, 14. WORK TRAINS, 15. ALL VOLUNTEER GROUP, 16. BASED ON 13.5 MILE ROUND"," TRIP, 17. CHRISTMAS TRAIN (TRAIN OF LIGHTS).","","145","",
"NVRR","17","11","06","NAPA                ","0","0","50","3416","19366","330480","7993","3 ","7","","2017","0","3366","0","055","06C055","ADDED 13 ADDITIONAL TRAINS IN NOVEMBER - SANTA TRAINS","","","53","",
"OERY","17","11","06","RIVERSIDE           ","0","0","0","406","0","74256","24752","3 ","7","","2017","0","406","0","065","06C065","INCREASED PASSENGER VOLUME AND MILES AND DUE TO SPECIAL EVENTS, A DAY OUT WITH THOMAS.","","","86","",
"SERA","17","02","06","YOLO                ","0","0","151","1831","7384","0","0","3 ","7","","2017","1680","0","0","113","06C113","CORRECTED COPY FOR FEB 2017 REFLECTING FORM 55A","","","47","",
"MET ","17","02","06","STANISLAUS          ","0","0","3391","3391","7338","0","0","3 ","7","","2017","0","0","0","099","06C099","","","","0","",
"SMRT","17","01","06","SONOMA              ","0","0","400","15591","27807","0","0","6 ","7","","2017","0","0","15191","097","06C097","","","","0","",
"NWP ","17","09","06","SONOMA              ","0","0","144","800","700","0","0","6 ","7","","2017","656","0","0","097","06C097","","","","0","",
"NDW ","17","06","17","PEORIA              ","0","0","217","1172","748","0","0","3 ","4","","2017","955","0","0","143","17C143","SUBMITTING 6180.55 PER INSTRUCTIONS ON DECEMBER 8, 2017 FROM FRA INSPECTORS.  PRACTICES TO SPLIT OUT"," THE TRAIN MILES & HOURS ON MICHIGAN SOUTHERN RAILROAD CO. (RR CODE MSO) AND MICHIGAN SOUTHERN RAILR","OAD DBA NAPOLEON, DEFIANCE & WESTERN (RR CODE NDW)","250","",
"HOG ","17","04","12","DUVAL               ","0","0","465","4633","2264","0","0","3 ","3","","2017","4168","0","0","031","12C031","","","","0","",
"HOG ","17","05","12","DUVAL               ","0","0","480","4926","2596","0","0","3 ","3","","2017","4446","0","0","031","12C031","","","","0","",
"FCEN","17","10","12","ORANGE              ","0","0","1056","2144","3821","0","0","3 ","3","","2017","1088","0","0","095","12C095","","","","0","",
"FGC ","17","10","12","MANATEE             ","0","0","12","470","922","61964","4758","3 ","3","","2017","0","328","130","081","12C081","ITEM 14 - 130 DH MILES WILLOW TO PARRISH AND RETURN ; 10/1 CIVIL WAR RE-ENACTMENT ; 10/21, 28 & 29 -"," PUMPKIN PATCH EVENT. ","","121","",
"FMID","17","10","12","ORANGE              ","0","0","522","774","631","0","0","3 ","3","","2017","252","0","0","095","12C095","","","","0","",
"FNOR","17","10","12","ORANGE              ","0","0","1158","2743","1875","0","0","3 ","3","","2017","1585","0","0","095","12C095","","","","0","",
"GSWR","17","10","12","DUVAL               ","0","0","2988","8162","5612","0","0","3 ","3","","2017","5174","0","0","031","12C031","","","","0","",
"CAGY","17","10","12","DUVAL               ","0","0","7626","9276","9295","0","0","3 ","3","","2017","1650","0","0","031","12C031","","","","0","",
"CSRM","17","11","06","SACRAMENTO          ","0","0","13","75","64","48168","8028","3 ","7","","2017","0","48","14","067","06C067","","","","0","",
"STE ","17","11","06","SAN JOAQUIN         ","0","0","759","759","1085","0","0","3 ","7","","2017","0","0","0","077","06C077","","","","0","",
"CARR","17","10","12","DUVAL               ","0","0","2035","2035","1254","0","0","6 ","3","","2017","0","0","0","031","12C031","","","","0","",
"CCHA","17","10","12","DUVAL               ","0","0","744","2440","5282","0","0","3 ","3","","2017","1696","0","0","031","12C031","","","","0","",
"CCKY","17","10","12","DUVAL               ","0","0","50","956","1021","0","0","3 ","3","","2017","906","0","0","031","12C031","","","","0","",
"CIRR","17","10","12","DUVAL               ","0","0","1220","2510","2648","0","0","3 ","3","","2017","1290","0","0","031","12C031","","","","0","",
"CHAT","17","10","12","DUVAL               ","0","0","0","0","0","0","0","3 ","3","","2017","0","0","0","031","12C031","**PLEASE NOTE** MAN HOURS, FREIGHT TRAIN MILES AND YARD SWITCHING MILES HAVE BEEN INCLUDED IN THE RA","ILROAD INJURY AND ILLNESS SUMMARY FOR THE BAY LINE RAILROAD (BAYL)","","166","",
"EARY","17","10","12","DUVAL               ","0","0","253","811","2276","0","0","3 ","3","","2017","558","0","0","031","12C031","","","","0","",
"SFRV","17","11","12","BROWARD             ","0","0","3753","97555","20086","10393039","368299","6 ","3","","2017","0","93802","0","011","12C011","","","","0","",
"CNYX","17","11","12","VOLUSIA             ","0","0","179","179","13896","0","0","3 ","3","","2017","0","0","0","127","12C127","","","","0","",
"ONWX","17","10","12","LAKE                ","0","0","15","342","363","12088","1992","","3","","2017","0","232","95","069","12C069","THIS IS ONWX'S VERY FIRST FILING","","","32","",
"CSX ","17","10","12","DUVAL               ","0","0","909633","6552139","3678516","0","0","1 ","3","","2017","5642506","0","0","031","12C031","","","","0","",
"WKRL","17","10","12","DUVAL               ","0","0","0","0","0","0","0","6 ","3","","2017","0","0","0","031","12C031","","","","0","",
"VALE","17","02","09","MIDDLESEX           ","0","0","2","192","4591","24909","1311","3 ","1","","2017","0","190","0","007","09C007","FIVE DAY EAGLE FLYER OPERATIONS IN FEBRUARY.  YARD SWITCHING OF EQUIPMENT FOR WINTER SEASON MAINTENA","NCE AND EAGLE FLYER CONSIST SET-UP.","","135","",
"NAUG","17","03","09","LITCHFIELD          ","0","0","0","30","0","0","0","3 ","1","","2017","0","0","30","005","09C005","NO CONTRACTOR FLAGGING. ALL MILES WORK TRAIN MILES. NO OTHER OPERATIONS. ","","","72","",
"VALE","17","03","09","MIDDLESEX           ","0","0","2","2","6386","0","0","3 ","1","","2017","0","0","0","007","09C007","NO PASSENGER OPERATIONS IN MARCH.  EQUIPMENT INSPECTIONS, MAINTENANCE AND REPAIRS ONGOING REQUIRING ","YARD SWITCHING.","","115","",
"NAUG","17","04","09","LITCHFIELD          ","0","0","0","178","0","29175","1603","3 ","1","","2017","0","154","24","005","09C005","EASTER BUNNY PAX TRAINS AND 2 CHARTER TRAINS. NO FREIGHT OPERATIONS. NO CONTRACTOR FLAGGING. ","","","92","",
"CSO ","17","11","09","HARTFORD            ","0","0","1855","4455","2715","0","0","3 ","1","","2017","2600","0","0","003","09C003","","","","0","",
"CSO ","17","04","09","HARTFORD            ","0","0","2800","5190","4115","0","0","3 ","1","","2017","2390","0","0","003","09C003","INCREASE IN MAN HOURS DUE TO EXTRA PAY PERIOD","","","45","",
"HRRC","17","08","09","LITCHFIELD          ","0","0","0","5254","7069","0","0","3 ","1","","2017","5254","0","0","005","09C005","HIGH NUMBER OF RAILROAD WORKER HOURS DUE TO ADDITIONAL PAYROLL WEEK IN MONTH OF AUGUST. ","","","87","",
"NAUG","17","11","09","LITCHFIELD          ","0","0","0","246","122","43132","2350","3 ","1","","2017","84","148","14","005","09C005","OTHER TRAIN MILES DEADHEAD MOVES. NO CONTRACTOR FLAGGING. ","","","57","",
"HRRC","17","11","09","LITCHFIELD          ","0","0","0","4682","6180","0","0","3 ","1","","2017","4682","0","0","005","09C005","GREATER NUMBER OF EMPLOYEE HOURS IN NOVEMBER 2017 DUE TO EXTRA PAYROLL WEEK IN THE MONTH. ","","","89","",
"HRRC","17","09","09","LITCHFIELD          ","0","0","0","4712","5426","0","0","3 ","1","","2017","4712","0","0","005","09C005","","","","0","",
"NAUG","17","09","09","LITCHFIELD          ","0","0","0","269","81","7504","433","3 ","1","","2017","96","138","35","005","09C005","OTHER TRAIN MILES WORK TRAINS AND DEADHEAD MOVES. RAILROAD WORKER HOURS INCLUDE CONTRACTOR FLAGGING.","","","100","",
"FMWX","17","12","06","VENTURA             ","0","0","1","572","406","121108","15096","3 ","7","","2017","0","570","1","111","06C111","","","","0","",
"WFS ","17","04","06","TULARE              ","0","0","48","48","0","0","0","3 ","7","","2017","0","0","0","107","06C107","","","","0","",
"JERX","17","01","17","MASSAC              ","0","0","0","68","0","0","0","3 ","4","","2017","68","0","0","127","17C127","","","","0","",
"KBSR","17","01","17","IROQUOIS            ","0","0","372","3251","1384","0","0","3 ","4","","2017","2879","0","0","075","17C075","","","","0","",
"WFS ","17","06","06","TULARE              ","0","0","48","48","0","0","0","3 ","7","","2017","0","0","0","107","06C107","","","","0","",
"GSWR","17","06","12","DUVAL               ","0","0","2940","8114","4171","0","0","3 ","3","","2017","5174","0","0","031","12C031","","","","0","",
"BJRY","17","01","19","DES MOINES          ","0","0","1462","1462","7831","0","0","3 ","6","","2017","0","0","0","057","19C057","","","","0","",
"PLAX","17","08","06","LOS ANGELES         ","0","0","0","0","0","0","0","3 ","7","","2017","0","0","0","037","06C037","","","","0","",
"PLAX","17","09","06","LOS ANGELES         ","0","0","0","0","0","0","0","3 ","7","","2017","0","0","0","037","06C037","","","","0","",
"MET ","17","04","06","STANISLAUS          ","0","0","4361","4361","7230","0","0","3 ","7","","2017","0","0","0","099","06C099","THIS MONTH SHOWED A SIGNIFICANT DECREASE IN HOURS WORKED DUE TO HAVING 4 FEWER EMPLOYEES ALONG WITH ","WORKING 4 FEWERS DAYS THAN THE PREVIOUS MONTH.","","146","",
"SCRT","17","04","06","SACRAMENTO          ","0","0","0","57503","0","8113287","464729","3 ","7","","2017","0","50249","7254","067","06C067","","","","0","",
"WOPR","17","01","06","ALAMEDA             ","0","0","186","186","337","0","0","3 ","7","","2017","0","0","0","001","06C001","","","","0","",
"PCMZ","17","10","06","SANTA CLARA         ","0","0","2304","119147","71776","35700329","1532203","6 ","7","","2017","0","116843","0","085","06C085","","","","0","",
"PSRM","17","12","06","SAN DIEGO           ","0","0","16","144","0","38744","4843","3 ","7","","2017","0","128","0","073","06C073","INCREASE IN OPERATIONAL DATA IS DUE TO NORTH POLE LIMITED TRAINS FOR SANTA. ","","","75","",
"SFBR","17","12","06","SAN FRANCISCO       ","0","0","384","389","1920","0","0","3 ","7","","2017","5","0","0","075","06C075","HOURS ARE LOWER THIS MONTH DUE TO HOLIDAYS","","","42","",
"PSVR","17","10","06","SACRAMENTO          ","0","0","0","0","0","0","0","3 ","7","","2017","0","0","0","067","06C067","NO HEAVY EQUIPMENT OPERATIONS THIS MONTH.","","","41","",
"PSVR","17","11","06","SACRAMENTO          ","0","0","0","10","0","0","0","3 ","7","","2017","0","0","10","067","06C067","CREW TRAINING RUN ONLY THIS MONTH.","","","34","",
"NICX","17","10","06","ALAMEDA             ","0","0","5","301","0","17037","1262","3 ","7","","2017","0","276","20","001","06C001","11. NONE, 13. YARD SWITCHING, 14. WORK TRAINS, 15. ALL VOLUNTEER GROUP, 16. BASED ON 13.5 MILE ROUND"," TRIP, 17. NORMAL OPERATION/STEAM OPS/CHARTER","","145","",
"SCAX","17","10","06","LOS ANGELES         ","0","0","0","241622","83261","29166448","943898","6 ","7","","2017","0","241622","0","037","06C037","","","","0","",
"SCRT","17","10","06","SACRAMENTO          ","0","0","0","55238","0","8266787","475157","3 ","7","","2017","0","53069","2169","067","06C067","","","","0","",
"SDTI","17","10","06","SAN DIEGO           ","0","0","0","161769","9925","13898288","2286078","3 ","7","","2017","0","161769","0","073","06C073","","","","0","",
"VTAZ","17","10","06","SANTA CLARA         ","0","0","0","15042","5103","393297","74123","3 ","7","","2017","0","15042","0","085","06C085","","","","0","",
"FMWX","17","03","06","VENTURA             ","0","0","1","186","128","21648","1403","3 ","7","","2017","0","184","1","111","06C111","","","","0","",
"RTRX","17","05","06","TUOLUMNE            ","0","0","43","301","463","19056","3176","3 ","7","","2017","0","258","0","109","06C109","WE ARE NOW IN OUR FULL OPERATING EXCURSION SEASON. NUMBERS ARE UP!","","","66","",
"NWP ","17","10","06","SONOMA              ","0","0","162","900","786","0","0","6 ","7","","2017","738","0","0","097","06C097","","","","0","",
"OERY","17","07","06","RIVERSIDE           ","0","0","0","81","0","1758","586","3 ","7","","2017","0","81","0","065","06C065","VERY WARM WEATHER DECREASED VISITOR RIDERSHIP. ","","","46","",
"SCRS","17","08","06","RIVERSIDE           ","0","0","1352","1352","5952","0","0","3 ","7","","2017","0","0","0","065","06C065","","","","0","",
