"RAILROAD","IYR","IMO","STATE","COUNTY","LOCOMI","MTMI","ysmi","TOTMI","EMPHRS","PASSMI","REVPASS","TYPRR","REGION","DUMMY","YEAR4","FRTRNMI","PASTRNMI","OTHERMI","CNTYCD","STCNTY","NARR1","NARR2","NARR3","NARRLEN",DUMMY1
"BFT ","18","11","18","FAYETTE             ","0","0","1446","1446","241","0","0","3 ","4","","2018","0","0","0","041","18C041","","","","0","",
"BFT ","18","12","18","FAYETTE             ","0","0","1038","1038","173","0","0","3 ","4","","2018","0","0","0","041","18C041","","","","0","",
"CNUR","18","11","18","FAYETTE             ","0","0","1692","1692","282","0","0","3 ","4","","2018","0","0","0","041","18C041","","","","0","",
"CNUR","18","12","18","FAYETTE             ","0","0","1470","1470","245","0","0","3 ","4","","2018","0","0","0","041","18C041","","","","0","",
"WBCR","18","11","18","WELLS               ","0","0","3216","3216","538","0","0","3 ","4","","2018","0","0","0","179","18C179","","","","0","",
"WBCR","18","12","18","WELLS               ","0","0","2550","2550","425","0","0","3 ","4","","2018","0","0","0","179","18C179","","","","0","",
"HOS ","18","09","18","PERRY               ","0","0","0","709","552","0","0","3 ","4","","2018","709","0","0","123","18C123","","","","0","",
"DCRR","18","08","18","ORANGE              ","0","0","0","24","48","0","0","3 ","4","","2018","24","0","0","117","18C117","","","","0","",
"IRM ","18","08","18","ORANGE              ","0","0","0","354","1162","52780","2595","3 ","4","","2018","0","354","0","117","18C117","","","","0","",
"IHB ","18","08","18","LAKE                ","0","0","72298","105694","116924","0","0","3 ","4","","2018","33396","0","0","089","18C089","","","","0","",
"INRD","18","08","18","GREENE              ","0","0","26518","42865","23231","0","0","2 ","4","","2018","16347","0","0","055","18C055","","","","0","",
"GRW ","18","08","18","LAKE                ","0","0","13656","13656","32082","0","0","3 ","4","","2018","0","0","0","089","18C089","","","","0","",
"ICRK","18","08","18","MADISON             ","0","0","37","37","165","0","0","3 ","4","","2018","0","0","0","095","18C095","","","","0","",
"ICRK","18","09","18","MADISON             ","0","0","31","31","139","0","0","3 ","4","","2018","0","0","0","095","18C095","","","","0","",
"CSS ","18","12","18","LA PORTE            ","0","0","0","7400","10441","0","0","3 ","4","","2018","7400","0","0","091","18C091","","","","0","",
"CEIW","18","09","18","MADISON             ","0","0","0","136","413","0","0","3 ","4","","2018","136","0","0","095","18C095","","","","0","",
"HOS ","18","12","18","PERRY               ","0","0","0","636","584","0","0","3 ","4","","2018","636","0","0","123","18C123","","","","0","",
"WVRR","18","11","18","FAYETTE             ","0","0","4","383","691","129523","6845","3 ","4","","2018","0","379","0","041","18C041","WE ARE A SEASONAL TOURIST RAILROAD. ","","","35","",
"SCRT","18","11","06","SACRAMENTO          ","0","0","0","58862","0","7091373","404934","3 ","7","","2018","0","56741","2121","067","06C067","","","","0","",
"CFNR","18","09","06","YOLO                ","0","0","0","6330","8801","0","0","3 ","7","","2018","6330","0","0","113","06C113","THE REASON FOR THE FLUCTUATION IN HOURS IS BECAUSE OF THE THREE (3) PAY PERIODS IN THE MONTH. NO INJ","URIES OR ILLNESSES TO REPORT","","128","",
"SDIY","18","09","06","SAN DIEGO           ","0","0","0","564","1472","0","0","3 ","7","","2018","564","0","0","073","06C073","THE REASON FOR THE FLUCTUATION IN HOURS IS BECAUSE OF THE THREE (3) PAY PERIODS IN THE MONTH. NO INJ","URIES OR ILLNESSES TO REPORT","","128","",
"SJVR","18","09","06","KERN                ","0","0","0","18877","19253","0","0","3 ","7","","2018","18877","0","0","029","06C029","THE REASON FOR THE FLUCTUATION IN HOURS IS BECAUSE OF THREE(3) PAY PERIODS IN THE MONTH.","","","88","",
"VCRR","18","09","06","VENTURA             ","0","0","0","269","760","0","0","3 ","7","","2018","269","0","0","111","06C111","THE REASON FOR THE FLUCTUATION IN HOURS IS BECAUSE OF THE THREE (3) PAY PERIODS IN THE MONTH. NO INJ","URIES OR ILLNESSES TO REPORT","","128","",
"SPP ","18","08","06","SANTA CRUZ          ","0","0","0","4","2","0","0","3 ","7","","2018","4","0","0","087","06C087","","","","0","",
"SPP ","18","09","06","SANTA CRUZ          ","0","0","0","64","50","0","0","3 ","7","","2018","64","0","0","087","06C087","","","","0","",
"NCTC","18","09","06","SAN DIEGO           ","0","0","0","21947","38234","3279052","117109","6 ","7","","2018","0","21947","0","073","06C073","","","","0","",
"OERY","18","08","06","RIVERSIDE           ","0","0","0","67","0","786","262","3 ","7","","2018","0","67","0","065","06C065","LOWER NUMBER DUE TO EXCESSIVE HEAT","","","34","",
"CCT ","18","12","06","SAN JOAQUIN         ","0","0","4894","5388","3923","0","0","3 ","7","","2018","494","0","0","077","06C077","","","","0","",
"SAV ","18","12","06","SACRAMENTO          ","0","0","1834","1834","678","0","0","3 ","7","","2018","0","0","0","067","06C067","","","","0","",
"WRM ","18","12","06","SOLANO              ","0","0","0","524","467","15693","2105","3 ","7","","2018","0","524","0","095","06C095","MODIFIED FORM 6180.56 TO REFLECT MORE ACCURATE AVERAGE EMPLOYMENT IN REPORT YEAR","","","80","",
"SERA","18","12","06","YOLO                ","0","0","156","1890","7192","0","0","3 ","7","","2018","1734","0","0","113","06C113","NONE","","","4","",
"WFS ","18","11","06","TULARE              ","0","0","48","48","0","0","0","3 ","7","","2018","0","0","0","107","06C107","","","","0","",
"WFS ","18","08","06","TULARE              ","0","0","48","48","0","0","0","3 ","7","","2018","0","0","0","107","06C107","","","","0","",
"CWR ","18","10","06","MENDOCINO           ","0","0","0","1006","5741","46450","3597","3 ","7","","2018","0","1006","0","045","06C045","REDUCTION IN PASSENGER OPERATIONS SCHEDULE","","","42","",
"PSVR","18","10","06","SACRAMENTO          ","0","0","0","16","0","240","40","3 ","7","","2018","0","6","10","067","06C067","PASS TRAIN MILES = 1 TRIP X 6 MILES = 6 MILES; PASS MILES = 40 PASS X 6 MILES = 240 MILES; OTHER MIL","ES = 2 DEADHEADS X 5 MILES = 10 MILES","","137","",
"PSVR","18","11","06","SACRAMENTO          ","0","0","0","0","0","0","0","3 ","7","","2018","0","0","0","067","06C067","NO HEAVY EQUIPMENT OPERATION THIS MONTH.","","","40","",
"BJRR","18","09","06","SAN DIEGO           ","0","0","60","60","384","0","0","3 ","7","","2018","0","0","0","073","06C073","","","","0","",
"BJRR","18","10","06","SAN DIEGO           ","0","0","60","60","384","0","0","3 ","7","","2018","0","0","0","073","06C073","","","","0","",
"BJRR","18","11","06","SAN DIEGO           ","0","0","60","60","384","0","0","3 ","7","","2018","0","0","0","073","06C073","","","","0","",
"NICX","18","11","06","ALAMEDA             ","0","0","5","525","0","75573","5598","3 ","7","","2018","0","505","15","001","06C001","11. NONE, 13. YARD SWITCHING, 14. WORK TRAINS, 15. ALL VOLUNTEER, 16. BASED ON 13.5 MILE ROUND TRIP,"," 17. CHRISTMAS TRAIN TOL. ","","125","",
"SPP ","18","12","06","SANTA CRUZ          ","0","0","0","72","227","0","0","3 ","7","","2018","72","0","0","087","06C087","","","","0","",
"SCRS","18","11","06","RIVERSIDE           ","0","0","12960","12960","5469","0","0","3 ","7","","2018","0","0","0","065","06C065","","","","0","",
"RPRC","18","11","06","CONTRA COSTA        ","0","0","4005","8811","2463","0","0","3 ","7","","2018","4806","0","0","013","06C013","","","","0","",
"NCTC","18","11","06","SAN DIEGO           ","0","0","0","21947","41791","3032176","108292","6 ","7","","2018","0","21947","0","073","06C073","","","","0","",
"MET ","18","11","06","STANISLAUS          ","0","0","3624","3624","7076","0","0","3 ","7","","2018","0","0","0","099","06C099","","","","0","",
"SCAX","18","11","06","LOS ANGELES         ","0","0","0","230063","80698","26527063","858481","6 ","7","","2018","0","230063","0","037","06C037","","","","0","",
"VTAZ","18","11","06","SANTA CLARA         ","0","0","0","14489","4908","422758","72615","3 ","7","","2018","0","14489","0","085","06C085","","","","0","",
"TRC ","18","11","06","SAN BERNARDINO      ","0","0","1017","2260","3664","0","0","3 ","7","","2018","1243","0","0","071","06C071","","","","0","",
"RPRC","18","09","06","CONTRA COSTA        ","0","0","4270","9394","2385","0","0","3 ","7","","2018","5124","0","0","013","06C013","","","","0","",
"WOPR","18","05","06","ALAMEDA             ","0","0","138","138","265","0","0","3 ","7","","2018","0","0","0","001","06C001","","","","0","",
"WRM ","18","05","06","SOLANO              ","0","0","0","437","371","11513","1597","3 ","7","","2018","0","437","0","095","06C095","NONE","","","4","",
"SDTI","18","05","06","SAN DIEGO           ","0","0","0","164102","9925","12935959","2280925","3 ","7","","2018","0","164102","0","073","06C073","","","","0","",
"ACEX","18","05","06","SAN JOAQUIN         ","0","0","0","15563","17764","6096753","136346","6 ","7","","2018","0","14977","586","077","06C077","","","","0","",
"MET ","18","05","06","STANISLAUS          ","0","0","3821","3821","8211","0","0","3 ","7","","2018","0","0","0","099","06C099","","","","0","",
"SERA","18","05","06","YOLO                ","0","0","182","2205","11186","0","0","3 ","7","","2018","2023","0","0","113","06C113","THERE WERE THREE PAY PERIODS THAT CLOSED IN THE MONTH OF MAY, WHICH CAUSED THE `RAILROAD WORKER HOUR","S` FIGURE TO BE HIGHER THAN NORMAL","","134","",
"VCRR","18","07","06","VENTURA             ","0","0","0","334","472","0","0","3 ","7","","2018","334","0","0","111","06C111","","","","0","",
"SCAX","18","07","06","LOS ANGELES         ","0","0","0","231693","75157","27701788","896498","6 ","7","","2018","0","231693","0","037","06C037","","","","0","",
"LAJ ","18","08","06","LOS ANGELES         ","0","0","5885","5885","4068","0","0","6 ","7","","2018","0","0","0","037","06C037","","","","0","",
"SAV ","18","10","06","SACRAMENTO          ","0","0","1884","1884","1215","0","0","3 ","7","","2018","0","0","0","067","06C067","","","","0","",
"MET ","18","10","06","STANISLAUS          ","0","0","3696","3696","8057","0","0","3 ","7","","2018","0","0","0","099","06C099","","","","0","",
"FMWX","18","05","06","VENTURA             ","0","0","1","144","103","84678","1092","3 ","7","","2018","0","142","1","111","06C111","","","","0","",
"SFBR","18","05","06","SAN FRANCISCO       ","0","0","276","281","2576","0","0","3 ","7","","2018","5","0","0","075","06C075","","","","0","",
"PHL ","18","05","06","LOS ANGELES         ","0","0","17307","17307","32330","0","0","3 ","7","","2018","0","0","0","037","06C037","ACTURAL TRAIN MILES ARE FROM GPS TRACKING SYSTEM PER FLEET.","","","59","",
"NICX","18","05","06","ALAMEDA             ","0","0","10","415","0","38880","2880","3 ","7","","2018","0","385","20","001","06C001","11. NONE, 13. YARD SWITCHING, 14. WORK TRAINS, 15. ALL VOLUNTEER GROUP, 16. BASED ON 13.5 MILE ROUND"," TRIP, 17. NORMAL OPERATIONS/CHARTER","","136","",
"NWP ","18","05","06","SONOMA              ","0","0","132","2284","995","0","0","6 ","7","","2018","902","0","1250","097","06C097","`OTHER TRAIN MILES` REFLECT PTC TESTING MILES.","","","46","",
"ACEX","18","07","06","SAN JOAQUIN         ","0","0","0","14856","15278","5272610","120779","6 ","7","","2018","0","14297","559","077","06C077","","","","0","",
"NVRR","18","12","06","NAPA                ","0","0","50","3938","17600","591660","16435","3 ","7","","2018","0","3888","0","055","06C055","","","","0","",
"NWP ","18","11","06","SONOMA              ","0","0","99","900","778","0","0","6 ","7","","2018","801","0","0","097","06C097","","","","0","",
"NWP ","18","12","06","SONOMA              ","0","0","102","862","715","0","0","6 ","7","","2018","760","0","0","097","06C097","","","","0","",
"NICX","18","09","06","ALAMEDA             ","0","0","5","385","0","32076","2376","3 ","7","","2018","0","355","25","001","06C001","11. NONE, 13. YARD SWITCHING, 14. WORK TRAINS, 15. ALL VOLUNTEER GROUP, 16. BASED ON 13.5 ROUND TRIP",", 17. NORMAL OPERATION PLUS CHARTERS.","","137","",
"SCBG","18","01","06","SANTA CRUZ          ","0","0","0","30","1416","9000","300","6 ","7","","2018","0","30","0","087","06C087","WE ARE A SHORTLINE RAILROAD OPERATING A SEASONAL TOURIST SCHEDULE. ","","","66","",
"SCBG","18","02","06","SANTA CRUZ          ","0","0","0","0","1368","0","0","6 ","7","","2018","0","0","0","087","06C087","WE ARE A SEASONAL SHORTLINE RAILROAD OPERATING TOURIST SERVICE.","","","63","",
"SCBG","18","03","06","SANTA CRUZ          ","0","0","0","0","1346","0","0","6 ","7","","2018","0","0","0","087","06C087","WE ARE A SHORTLINE RAILROAD OPERATING SEASONAL TOURIST SERVICE.","","","63","",
"SCBG","18","04","06","SANTA CRUZ          ","0","0","0","30","1789","1830","61","6 ","7","","2018","0","30","0","087","06C087","WE ARE A SHORTLINE RAILROAD OPERATING SEASONAL TOURIST SERVICE.","","","63","",
"SCBG","18","05","06","SANTA CRUZ          ","0","0","0","30","1879","144600","1879","6 ","7","","2018","0","30","0","087","06C087","WE ARE A SHORTLINE RAILROAD OPERATING SEASONAL TOURISE SERVICE.","","","63","",
"SCBG","18","06","06","SANTA CRUZ          ","0","0","0","30","1571","188310","1571","6 ","7","","2018","0","30","0","087","06C087","WE ARE A SHORTLINE RAILROAD OPERATING SEASONAL TOURIST SERVICES.","","","64","",
"SCBG","18","07","06","SANTA CRUZ          ","0","0","0","30","2029","425312","13291","6 ","7","","2018","0","30","0","087","06C087","WE ARE A SHORTLINE RAILROAD OPERATING SEASONAL TOURIST SERVICES.","","","64","",
"SCBG","18","08","06","SANTA CRUZ          ","0","0","0","30","1804","456330","15211","6 ","7","","2018","0","30","0","087","06C087","WE ARE A SHORTLINE RAILROAD OPERATING SEASONAL TOURIST SERVICE.","","","63","",
"SCBG","18","09","06","SANTA CRUZ          ","0","0","0","30","1353","198180","6606","6 ","7","","2018","0","30","0","087","06C087","WE ARE A SHORTLINE RAILROAD OPERATING SEASONAL TOURIST SERVICE.","","","63","",
"SCBG","18","10","06","SANTA CRUZ          ","0","0","0","30","1624","133770","4459","6 ","7","","2018","0","30","0","087","06C087","WE ARE A SHORTLINE RAILROAD OPERATING SEASONAL TOURIST SERVICE.","","","63","",
"SCBG","18","11","06","SANTA CRUZ          ","0","0","0","30","1355","72330","2411","6 ","7","","2018","0","30","0","087","06C087","WE ARE A SHORTLINE RAILROAD OPERATING SEASONAL SERVICE.","","","55","",
"SCBG","18","12","06","SANTA CRUZ          ","0","0","0","30","710","277020","9234","6 ","7","","2018","0","30","0","087","06C087","WE ARE A SHORTLINE RAILROAD OPERATING SEASONAL TOURIST SERVICE.","","","63","",
"WOPR","18","10","06","ALAMEDA             ","0","0","138","138","238","0","0","3 ","7","","2018","0","0","0","001","06C001","","","","0","",
"STE ","18","04","06","SAN JOAQUIN         ","0","0","1008","1008","898","0","0","3 ","7","","2018","0","0","0","077","06C077","","","","0","",
"STE ","18","05","06","SAN JOAQUIN         ","0","0","1200","1200","982","0","0","3 ","7","","2018","0","0","0","077","06C077","","","","0","",
"STE ","18","06","06","SAN JOAQUIN         ","0","0","1104","1104","909","0","0","3 ","7","","2018","0","0","0","077","06C077","","","","0","",
"STE ","18","07","06","SAN JOAQUIN         ","0","0","1140","1140","956","0","0","3 ","7","","2018","0","0","0","077","06C077","","","","0","",
"SFBR","18","07","06","SAN FRANCISCO       ","0","0","252","257","2300","0","0","3 ","7","","2018","5","0","0","075","06C075","","","","0","",
"LACZ","18","10","06","LOS ANGELES         ","0","0","0","52939","0","3385512","564252","3 ","7","","2018","0","52939","0","037","06C037","","","","0","",
"LAJ ","18","10","06","LOS ANGELES         ","0","0","5542","5542","3536","0","0","6 ","7","","2018","0","0","0","037","06C037","","","","0","",
"PSRM","18","08","06","SAN DIEGO           ","0","0","16","232","0","1790","212","3 ","7","","2018","0","216","0","073","06C073","","","","0","",
"ACEX","18","03","06","SAN JOAQUIN         ","0","0","0","15476","16172","5143389","118506","6 ","7","","2018","0","14893","583","077","06C077","","","","0","",
"MET ","18","03","06","STANISLAUS          ","0","0","3648","3648","7803","0","0","3 ","7","","2018","0","0","0","099","06C099","","","","0","",
"FMWX","18","07","06","VENTURA             ","0","0","1","180","143","58060","646","3 ","7","","2018","0","178","1","111","06C111","","","","0","",
"FMWX","18","08","06","VENTURA             ","0","0","1","352","241","16506","998","3 ","7","","2018","0","350","1","111","06C111","","","","0","",
"QRR ","18","08","06","PLUMAS              ","0","0","0","450","363","0","0","3 ","7","","2018","450","0","0","063","06C063","","","","0","",
"CSRM","18","05","06","SACRAMENTO          ","0","0","19","79","64","56196","9363","3 ","7","","2018","0","60","0","067","06C067","","","","0","",
"CWR ","18","09","06","MENDOCINO           ","0","0","0","1848","6141","82386","5878","3 ","7","","2018","0","1794","54","045","06C045","","","","0","",
"LNAL","18","05","18","HARRISON            ","0","0","48","158","528","0","0","3 ","4","","2018","110","0","0","061","18C061","","","","0","",
"LMIC","18","05","18","PORTER              ","0","0","11814","11814","5577","0","0","3 ","4","","2018","0","0","0","127","18C127","","","","0","",
"CSS ","18","02","18","LA PORTE            ","0","0","0","7400","11737","0","0","3 ","4","","2018","7400","0","0","091","18C091","","","","0","",
"MGRZ","18","04","18","CLARK               ","0","0","6702","6702","1117","0","0","3 ","4","","2018","0","0","0","019","18C019","","","","0","",
"INRD","18","02","18","GREENE              ","0","0","25175","39341","24948","0","0","2 ","4","","2018","14166","0","0","055","18C055","","","","0","",
"IHB ","18","02","18","LAKE                ","0","0","66420","98301","111814","0","0","3 ","4","","2018","31881","0","0","089","18C089","","","","0","",
"CAMY","18","02","18","FAYETTE             ","0","0","0","390","500","0","0","3 ","4","","2018","390","0","0","041","18C041","","","","0","",
"SCS ","18","06","18","WARRICK             ","0","0","60","460","920","0","0","3 ","4","","2018","400","0","0","173","18C173","","","","0","",
"SCS ","18","05","18","WARRICK             ","0","0","85","85","1060","0","0","3 ","4","","2018","0","0","0","173","18C173","THIS REPORT SUPERCEDES THE PREVIOUS REPORT MADE IN MAY 2018. IN THIS AMENDED REPORT IN BOX 11. FREIG","HT TRAIN MILES HAVE BEEN CHANGED TO 0 MILES DUE TO THE FACT SCS RAILROAD ONLY WORK WITHIN YARD LIMIT","S. YARD SWITCHING HAVE BEEN CORRECTED DUE TO AN ER","250","",
"WOPR","18","11","06","ALAMEDA             ","0","0","132","132","244","0","0","3 ","7","","2018","0","0","0","001","06C001","","","","0","",
"WOPR","18","12","06","ALAMEDA             ","0","0","108","108","198","0","0","3 ","7","","2018","0","0","0","001","06C001","","","","0","",
"WKRL","18","06","12","DUVAL               ","0","0","0","0","0","0","0","6 ","3","","2018","0","0","0","031","12C031","","","","0","",
"SIND","18","06","18","CLARK               ","0","0","68","138","566","0","0","3 ","4","","2018","70","0","0","019","18C019","","","","0","",
"ICRK","18","07","18","MADISON             ","0","0","29","29","129","0","0","3 ","4","","2018","0","0","0","095","18C095","","","","0","",
"MGRZ","18","06","18","CLARK               ","0","0","6372","6372","1062","0","0","3 ","4","","2018","0","0","0","019","18C019","","","","0","",
"NICD","18","06","18","LA PORTE            ","0","0","0","63056","55987","10611130","323457","6 ","4","","2018","0","63056","0","091","18C091","","","","0","",
"OVR ","18","06","18","VANDERBURGH         ","0","0","1","1","0","0","0","3 ","4","","2018","0","0","0","163","18C163","","","","0","",
"LIRC","18","04","18","CLARK               ","0","0","736","8115","2646","0","0","3 ","4","","2018","7379","0","0","019","18C019","","","","0","",
"MGRZ","18","08","18","CLARK               ","0","0","7752","7752","1292","0","0","3 ","4","","2018","0","0","0","019","18C019","","","","0","",
"EVWR","18","04","18","POSEY               ","0","0","504","20921","19555","0","0","6 ","4","","2018","20417","0","0","129","18C129","","","","0","",
"CKIN","18","05","18","FAYETTE             ","0","0","0","361","1341","0","0","3 ","4","","2018","361","0","0","041","18C041","","","","0","",
"DCRR","18","07","18","ORANGE              ","0","0","0","4","48","0","0","3 ","4","","2018","4","0","0","117","18C117","","","","0","",
"HOS ","18","08","18","PERRY               ","0","0","0","758","565","0","0","3 ","4","","2018","758","0","0","123","18C123","EMPLOYEE HOURS WERE LOW DUE TO VACATIONS AND A NON WORK RELATED HEALTH ISSUE ","","","76","",
"GRW ","18","07","18","LAKE                ","0","0","12881","12881","30428","0","0","3 ","4","","2018","0","0","0","089","18C089","","","","0","",
"IERR","18","07","18","UNION               ","0","0","18","578","303","0","0","3 ","4","","2018","560","0","0","161","18C161","","","","0","",
"IRM ","18","07","18","ORANGE              ","0","0","0","534","927","92092","4512","3 ","4","","2018","0","534","0","117","18C117","","","","0","",
"CSS ","18","06","18","LA PORTE            ","0","0","0","7400","10279","0","0","3 ","4","","2018","7400","0","0","091","18C091","","","","0","",
"HVMV","18","04","18","STARKE              ","0","0","0","0","0","0","0","3 ","4","","2018","0","0","0","149","18C149","","","","0","",
"NIRC","18","09","17","COOK                ","0","0","7325","298243","457386","60488750","2704223","6 ","4","","2018","0","290918","0","031","17C031","","","","0","",
"MSCI","18","09","17","PEORIA              ","0","0","21","312","302","0","0","3 ","4","","2018","291","0","0","143","17C143","","","","0","",
"CCUO","18","10","17","MCHENRY             ","0","0","0","0","0","0","0","3 ","4","","2018","0","0","0","111","17C111","","","","0","",
"KBSR","18","10","17","IROQUOIS            ","0","0","324","3106","1506","0","0","3 ","4","","2018","2782","0","0","075","17C075","","","","0","",
"MRAA","18","09","17","WILLIAMSON          ","0","0","12","12","80","0","0","3 ","4","","2018","0","0","0","199","17C199","","","","0","",
"KJRY","18","09","17","PEORIA              ","0","0","526","2271","3551","0","0","3 ","4","","2018","1745","0","0","143","17C143","","","","0","",
"BLOL","18","09","17","FORD                ","0","0","0","848","1513","0","0","3 ","4","","2018","848","0","0","053","17C053","","","","0","",
"RVPR","18","11","17","CARROLL             ","0","0","1073","1073","1007","0","0","3 ","4","","2018","0","0","0","015","17C015","","","","0","",
"ALAB","18","09","17","PEORIA              ","0","0","13","29","530","0","0","3 ","4","","2018","16","0","0","143","17C143","OPERATES AS NEEDED. ACCURATE AS REPORTED. ","","","41","",
"KRRC","18","10","17","ST CLAIR            ","0","0","0","644","407","0","0","3 ","4","","2018","644","0","0","163","17C163","","","","0","",
"KTR ","18","09","17","PEORIA              ","0","0","60","60","134","0","0","3 ","4","","2018","0","0","0","143","17C143","","","","0","",
"CPC ","18","10","17","COOK                ","0","0","35","35","92","0","0","3 ","4","","2018","0","0","0","031","17C031","CHICAGO PORT RAILROAD (CPC), IS PRIMARILY A RAIL TO/FROM TRUCK AND WATER TRANSFER/TRANSLOAD FACILITY",". CARS ARE SET ON THE PROPERTY BY CHICAGO RAIL LINK (CRL) THROUGH A TRACKAGE RIGHTS AGREEMENT. MOVEM","ENT OF CARS IS ACCOMPLISHED WITH CONTRACT LABOR.","248","",
"NDW ","18","09","17","PEORIA              ","0","0","247","1424","960","0","0","3 ","4","","2018","1177","0","0","143","17C143","","","","0","",
"MSO ","18","12","17","PEORIA              ","0","0","55","221","118","0","0","3 ","4","","2018","166","0","0","143","17C143","","","","0","",
"IRYM","18","09","17","MCHENRY             ","0","0","45","545","0","49730","4973","3 ","4","","2018","0","500","0","111","17C111","","","","0","",
"JERX","18","09","17","MASSAC              ","0","0","0","122","0","0","0","3 ","4","","2018","122","0","0","127","17C127","","","","0","",
"EWR ","18","09","17","PEORIA              ","0","0","102","598","230","0","0","3 ","4","","2018","496","0","0","143","17C143","","","","0","",
"DT  ","18","09","17","PEORIA              ","0","0","26","220","276","0","0","3 ","4","","2018","194","0","0","143","17C143","OPERATES AS NEEDED. ","","","19","",
"EFRR","18","09","17","EFFINGHAM           ","0","0","3096","3096","516","0","0","3 ","4","","2018","0","0","0","049","17C049","","","","0","",
"EIRC","18","09","17","COLES               ","0","0","0","686","1203","0","0","3 ","4","","2018","686","0","0","029","17C029","","","","0","",
"GS  ","18","09","17","PEORIA              ","0","0","38","1057","1632","0","0","3 ","4","","2018","1019","0","0","143","17C143","","","","0","",
"KTR ","18","10","17","PEORIA              ","0","0","81","81","172","0","0","3 ","4","","2018","0","0","0","143","17C143","","","","0","",
"LACZ","18","04","06","LOS ANGELES         ","0","0","0","51254","0","3305646","550941","3 ","7","","2018","0","51254","0","037","06C037","","","","0","",
"NICD","18","02","18","LA PORTE            ","0","0","0","61622","56675","9274557","290787","6 ","4","","2018","0","61622","0","091","18C091","","","","0","",
"BFT ","18","05","18","FAYETTE             ","0","0","1962","1962","327","0","0","3 ","4","","2018","0","0","0","041","18C041","","","","0","",
"CNUR","18","04","18","FAYETTE             ","0","0","1386","1386","231","0","0","3 ","4","","2018","0","0","0","041","18C041","","","","0","",
"WBCR","18","04","18","WELLS               ","0","0","2868","2868","478","0","0","3 ","4","","2018","0","0","0","179","18C179","","","","0","",
"ICRK","18","03","18","MADISON             ","0","0","0","0","0","0","0","3 ","4","","2018","0","0","0","095","18C095","","","","0","",
"ICRK","18","04","18","MADISON             ","0","0","33","33","149","0","0","3 ","4","","2018","0","0","0","095","18C095","","","","0","",
"DT  ","18","07","17","PEORIA              ","0","0","35","267","290","0","0","3 ","4","","2018","232","0","0","143","17C143","OPERATES AS NEEDED. ","","","19","",
"FSR ","18","07","17","PEORIA              ","0","0","321","779","1747","0","0","3 ","4","","2018","458","0","0","143","17C143","","","","0","",
"GCW ","18","07","17","PEORIA              ","0","0","107","141","503","0","0","3 ","4","","2018","34","0","0","143","17C143","","","","0","",
"GET ","18","07","17","PEORIA              ","0","0","35","865","1013","0","0","3 ","4","","2018","830","0","0","143","17C143","","","","0","",
"EFRR","18","07","17","EFFINGHAM           ","0","0","3216","3216","536","0","0","3 ","4","","2018","0","0","0","049","17C049","","","","0","",
"EIRC","18","07","17","COLES               ","0","0","0","442","1169","0","0","3 ","4","","2018","442","0","0","029","17C029","","","","0","",
"EWR ","18","07","17","PEORIA              ","0","0","119","738","265","0","0","3 ","4","","2018","619","0","0","143","17C143","","","","0","",
"ALAB","18","08","17","PEORIA              ","0","0","9","23","581","0","0","3 ","4","","2018","14","0","0","143","17C143","OPERATES AS NEEDED. ACCURATE AS REPORTED","","","40","",
"KJRY","18","07","17","PEORIA              ","0","0","551","2326","3607","0","0","3 ","4","","2018","1775","0","0","143","17C143","","","","0","",
"COER","18","08","17","WILLIAMSON          ","0","0","0","150","343","0","0","3 ","4","","2018","150","0","0","199","17C199","","","","0","",
"EWR ","18","08","17","PEORIA              ","0","0","113","643","258","0","0","3 ","4","","2018","530","0","0","143","17C143","","","","0","",
"DT  ","18","08","17","PEORIA              ","0","0","25","219","344","0","0","3 ","4","","2018","194","0","0","143","17C143","OPERATES AS NEEDED","","","18","",
"EIRC","18","08","17","COLES               ","0","0","0","481","1318","0","0","3 ","4","","2018","481","0","0","029","17C029","","","","0","",
"FSR ","18","08","17","PEORIA              ","0","0","334","858","2028","0","0","3 ","4","","2018","524","0","0","143","17C143","","","","0","",
"GCW ","18","08","17","PEORIA              ","0","0","112","129","594","0","0","3 ","4","","2018","17","0","0","143","17C143","","","","0","",
"GET ","18","08","17","PEORIA              ","0","0","37","1009","1100","0","0","3 ","4","","2018","972","0","0","143","17C143","","","","0","",
"NIRC","18","08","17","COOK                ","0","0","8868","340799","521433","63787737","2825590","6 ","4","","2018","0","331931","0","031","17C031","","","","0","",
"CRL ","18","09","17","COOK                ","0","0","9997","10660","7476","0","0","3 ","4","","2018","663","0","0","031","17C031","","","","0","",
"MJ  ","18","09","17","COOK                ","0","0","0","0","0","0","0","6 ","4","","2018","0","0","0","031","17C031","","","","0","",
"SCIH","18","08","17","COOK                ","0","0","0","3472","3205","0","0","6 ","4","","2018","3472","0","0","031","17C031","","","","0","",
"JERX","18","10","17","MASSAC              ","0","0","0","75","0","0","0","3 ","4","","2018","75","0","0","127","17C127","","","","0","",
"WFS ","18","05","06","TULARE              ","0","0","48","48","0","0","0","3 ","7","","2018","0","0","0","107","06C107","","","","0","",
"LACZ","18","12","06","LOS ANGELES         ","0","0","0","52654","0","3179088","529848","3 ","7","","2018","0","52654","0","037","06C037","","","","0","",
"LAJ ","18","12","06","LOS ANGELES         ","0","0","4781","4781","4941","0","0","6 ","7","","2018","0","0","0","037","06C037","","","","0","",
