"RAILROAD","IYR","IMO","STATE","COUNTY","LOCOMI","MTMI","ysmi","TOTMI","EMPHRS","PASSMI","REVPASS","TYPRR","REGION","DUMMY","YEAR4","FRTRNMI","PASTRNMI","OTHERMI","CNTYCD","STCNTY","NARR1","NARR2","NARR3","NARRLEN",DUMMY1
"MAN ","19","08","31","FILLMORE            ","0","0","0","0","50","0","0","3 ","6","","2019","0","0","0","059","31C059","","","","0","",
"MAN ","19","09","31","FILLMORE            ","0","0","0","0","0","0","0","3 ","6","","2019","0","0","0","059","31C059","","","","0","",
"NKCR","19","09","31","PERKINS             ","0","0","0","4438","3319","0","0","3 ","6","","2019","4438","0","0","135","31C135","","","","0","",
"OLB ","19","09","31","LANCASTER           ","0","0","346","346","1613","0","0","3 ","6","","2019","0","0","0","109","31C109","","","","0","",
"MAN ","19","05","31","FILLMORE            ","0","0","0","11","90","0","0","3 ","6","","2019","11","0","0","059","31C059","","","","0","",
"NCRC","19","07","31","MADISON             ","0","0","2460","11578","15562","0","0","3 ","6","","2019","9118","0","0","119","31C119","","","","0","",
"NNW ","19","07","31","DAWES               ","0","0","0","540","640","0","0","3 ","6","","2019","540","0","0","045","31C045","","","","0","",
"NPHR","19","01","18","HAMILTON            ","0","0","0","48","144","0","0","","4","","2019","0","0","48","057","18C057","","","","0","",
"NPHR","19","03","18","HAMILTON            ","0","0","0","64","96","6528","408","","4","","2019","0","64","0","057","18C057","","","","0","",
"CMPA","19","03","18","JEFFERSON           ","0","0","0","206","804","0","0","3 ","4","","2019","206","0","0","077","18C077","","","","0","",
"LCSR","19","02","08","LAKE                ","0","0","0","0","0","0","0","3 ","6","","2019","0","0","0","065","08C065","","","","0","",
"LCSR","19","03","08","LAKE                ","0","0","0","0","0","0","0","3 ","6","","2019","0","0","0","065","08C065","","","","0","",
"NCVA","19","04","12","DUVAL               ","0","0","0","3213","2781","0","0","3 ","3","","2019","3213","0","0","031","12C031","WORKER HOURS ARE REPORTED BY PAYROLL AND ARE CORRECT.","","","53","",
"PCBX","19","04","12","DUVAL               ","0","0","1364","1364","607","0","0","","3","","2019","0","0","0","031","12C031","","","","0","",
"PCN ","19","04","12","DUVAL               ","0","0","366","582","206","0","0","3 ","3","","2019","216","0","0","031","12C031","","","","0","",
"PGBX","19","04","12","DUVAL               ","0","0","1584","1584","738","0","0","3 ","3","","2019","0","0","0","031","12C031","","","","0","",
"RALI","19","04","12","DUVAL               ","0","0","1444","1444","785","0","0","3 ","3","","2019","0","0","0","031","12C031","WORKER HOURS ARE REPORTED BY PAYROLL AND ARE CORRECT.","","","53","",
"RLST","19","04","12","DUVAL               ","0","0","609","609","441","0","0","3 ","3","","2019","0","0","0","031","12C031","WORKER HOURS ARE REPORTED BY PAYROLL AND ARE CORRECT.","","","53","",
"RSOR","19","04","12","DUVAL               ","0","0","69","789","1794","0","0","3 ","3","","2019","720","0","0","031","12C031","WORKER HOURS ARE REPORTED BY PAYROLL AND ARE CORRECT.","","","53","",
"SAPT","19","04","12","DUVAL               ","0","0","6150","6150","5004","0","0","3 ","3","","2019","0","0","0","031","12C031","WORKER HOURS ARE REPORTED BY PAYROLL AND ARE CORRECT.","","","53","",
"SCRF","19","04","12","DUVAL               ","0","0","1536","3465","2080","0","0","3 ","3","","2019","1929","0","0","031","12C031","WORKER HOURS ARE REPORTED BY PAYROLL AND ARE CORRECT.","","","53","",
"WTRY","19","04","12","DUVAL               ","0","0","3842","3842","3000","0","0","3 ","3","","2019","0","0","0","031","12C031","WORKER HOURS ARE REPORTED BY PAYROLL AND ARE CORRECT.","","","53","",
"YRC ","19","04","12","DUVAL               ","0","0","2646","3192","3660","0","0","3 ","3","","2019","546","0","0","031","12C031","WORKER HOURS ARE REPORTED BY PAYROLL AND ARE CORRECT.","","","53","",
"CA  ","19","04","12","DUVAL               ","0","0","0","679","425","0","0","3 ","3","","2019","679","0","0","031","12C031","WORKER HOURS ARE REPORTED BY PAYROLL AND ARE CORRECT.","","","53","",
"CCPN","19","04","12","DUVAL               ","0","0","4675","4675","2539","0","0","3 ","3","","2019","0","0","0","031","12C031","WORKER HOURS ARE REPORTED BY PAYROLL AND ARE CORRECT.","","","53","",
"CPDR","19","04","12","DUVAL               ","0","0","1968","3576","1472","0","0","3 ","3","","2019","1608","0","0","031","12C031","WORKER HOURS ARE REPORTED BY PAYROLL AND ARE CORRECT.","","","53","",
"CWRY","19","04","12","DUVAL               ","0","0","247","4036","1743","0","0","3 ","3","","2019","3789","0","0","031","12C031","WORKER HOURS ARE REPORTED BY PAYROLL AND ARE CORRECT.","","","53","",
"ETRY","19","04","12","DUVAL               ","0","0","168","168","464","0","0","3 ","3","","2019","0","0","0","031","12C031","","","","0","",
"OLB ","19","07","31","LANCASTER           ","0","0","50","50","1590","0","0","3 ","6","","2019","0","0","0","109","31C109","","","","0","",
"NNW ","19","08","31","DAWES               ","0","0","0","465","640","0","0","3 ","6","","2019","465","0","0","045","31C045","","","","0","",
"NNW ","19","04","31","DAWES               ","0","0","0","580","536","0","0","3 ","6","","2019","580","0","0","045","31C045","","","","0","",
"HVMV","19","02","18","STARKE              ","0","0","0","0","0","0","0","3 ","4","","2019","0","0","0","149","18C149","","","","0","",
"YSRR","19","02","18","FAYETTE             ","0","0","0","602","1702","0","0","3 ","4","","2019","602","0","0","041","18C041","","","","0","",
"ICRK","19","03","18","MADISON             ","0","0","37","37","165","0","0","3 ","4","","2019","0","0","0","095","18C095","","","","0","",
"ICRK","19","02","18","MADISON             ","0","0","43","43","193","0","0","3 ","4","","2019","0","0","0","095","18C095","","","","0","",
"CSS ","19","03","18","LA PORTE            ","0","0","0","7400","10400","0","0","3 ","4","","2019","7400","0","0","091","18C091","","","","0","",
"CKIN","19","03","18","FAYETTE             ","0","0","0","299","1335","0","0","3 ","4","","2019","299","0","0","041","18C041","","","","0","",
"NICD","19","02","18","LA PORTE            ","0","0","0","54705","54690","7547013","244896","6 ","4","","2019","0","54705","0","091","18C091","","","","0","",
"EVWR","19","02","18","POSEY               ","0","0","576","18567","16778","0","0","6 ","4","","2019","17991","0","0","129","18C129","","","","0","",
"CAMY","19","03","18","FAYETTE             ","0","0","0","392","701","0","0","3 ","4","","2019","392","0","0","041","18C041","","","","0","",
"OVR ","19","03","18","VANDERBURGH         ","0","0","1","1","0","0","0","3 ","4","","2019","0","0","0","163","18C163","","","","0","",
"SCS ","19","02","18","WARRICK             ","0","0","50","50","812","0","0","3 ","4","","2019","0","0","0","173","18C173","FOR THE FREIGHT TRAIN MILES BOX, THE REASON WHY THE MILES IS ZERO, IS BECAUSE OF THIS BASED ON RESEA","RCH AND INFORMATION THAT I FOUND.  SQUAW CREEK SOUTHERN RAILROAD IS ONLY A RAILROAD OPERATING WITHIN"," YARD LIMITS OF THE NORFOLK G SOUTHERN RAILROAD.  ","248","",
"SIND","19","02","18","CLARK               ","0","0","80","170","727","0","0","3 ","4","","2019","90","0","0","019","18C019","","","","0","",
"IHB ","19","02","18","LAKE                ","0","0","72003","102499","100285","0","0","3 ","4","","2019","30496","0","0","089","18C089","","","","0","",
"CAMY","19","02","18","FAYETTE             ","0","0","0","340","700","0","0","3 ","4","","2019","340","0","0","041","18C041","","","","0","",
"GRW ","19","02","18","LAKE                ","0","0","12811","12811","33715","0","0","3 ","4","","2019","0","0","0","089","18C089","","","","0","",
"HOS ","19","03","18","PERRY               ","0","0","0","698","675","0","0","3 ","4","","2019","698","0","0","123","18C123","","","","0","",
"IHB ","19","03","18","LAKE                ","0","0","75271","108062","114682","0","0","3 ","4","","2019","32791","0","0","089","18C089","","","","0","",
"OVR ","19","04","18","VANDERBURGH         ","0","0","1","1","0","0","0","3 ","4","","2019","0","0","0","163","18C163","","","","0","",
"LIRC","19","03","18","CLARK               ","0","0","1188","7701","3195","0","0","3 ","4","","2019","6513","0","0","019","18C019","","","","0","",
"IERR","19","03","18","UNION               ","0","0","17","577","292","0","0","3 ","4","","2019","560","0","0","161","18C161","","","","0","",
"GRW ","19","03","18","LAKE                ","0","0","13686","13686","25666","0","0","3 ","4","","2019","0","0","0","089","18C089","REDUCED MAN HOURS DUE TO 1 RCO ABOLISHED PER SHIFT DUE TO BLAST FURNACE OUTAGE","","","78","",
"ACEX","19","02","06","SAN JOAQUIN         ","0","0","0","13624","14215","5052700","114725","6 ","7","","2019","0","13105","519","077","06C077","ON 2/21/19 @ 0728, ACE 1 AT SAN JOSE, PAX SAID SHE FELL DOWN STAIRS WHEN EXITING TRAIN, HURTING HER ","HIP, KNEE AND ARM.  DIDN'T KNOW WHY SHE FELL, THOUGHT SHE TRIPPED.  NO WITNESS, PAX DECLINED MEDICAL"," ATTENTION.","211","",
"RPRC","19","01","06","CONTRA COSTA        ","0","0","4460","9812","2998","0","0","3 ","7","","2019","5352","0","0","013","06C013","","","","0","",
"CWR ","19","02","06","MENDOCINO           ","0","0","0","499","1800","10829","1547","3 ","7","","2019","0","119","380","045","06C045","","","","0","",
"SCRT","19","02","06","SACRAMENTO          ","0","0","0","48538","0","7124387","406406","3 ","7","","2019","0","48052","486","067","06C067","","","","0","",
"NCTC","19","01","06","SAN DIEGO           ","0","0","0","23254","37521","2897692","103489","6 ","7","","2019","0","23254","0","073","06C073","","","","0","",
"BVRR","19","01","16","CANYON              ","0","0","1161","3037","2370","0","0","3 ","8","","2019","1876","0","0","027","16C027","","","","0","",
"INPR","19","01","16","GEM                 ","0","0","248","1122","2888","0","0","3 ","8","","2019","874","0","0","045","16C045","","","","0","",
"EIRC","19","01","17","COLES               ","0","0","0","552","1276","0","0","3 ","4","","2019","552","0","0","029","17C029","","","","0","",
"WCRL","19","01","10","NEW CASTLE          ","0","0","0","0","0","0","0","3 ","2","","2019","0","0","0","003","10C003","RAILROAD CLOSED","","","15","",
"WWRC","19","01","10","NEW CASTLE          ","0","0","3","67","1360","2467","373","3 ","2","","2019","0","64","0","003","10C003","ONLY A FEW TRAINS IN JANUARY, FEB, AND MARCH
SEASON BEGINS APRIL / MAY","","","71","",
"WWRC","19","06","10","NEW CASTLE          ","0","0","23","319","1163","32740","2803","3 ","2","","2019","0","296","0","003","10C003","WWRC IS A SEASONAL OPERATION.  EVENTS ARE CALENDAR HOLIDAY BASED.","","","65","",
"WCRL","19","06","10","NEW CASTLE          ","0","0","6","214","1255","10032","627","3 ","2","","2019","0","208","0","003","10C003","","","","0","",
"WCRL","19","02","10","NEW CASTLE          ","0","0","0","0","0","0","0","3 ","2","","2019","0","0","0","003","10C003","RAILROAD CLOSED","","","15","",
"GET ","19","04","17","PEORIA              ","0","0","31","827","984","0","0","3 ","4","","2019","796","0","0","143","17C143","","","","0","",
"WWRC","19","02","10","NEW CASTLE          ","0","0","9","192","1240","10830","837","3 ","2","","2019","0","183","0","003","10C003","","","","0","",
"WWRC","19","04","10","NEW CASTLE          ","0","0","17","250","1735","25064","2319","3 ","2","","2019","0","233","0","003","10C003","","","","0","",
"WCRL","19","07","10","NEW CASTLE          ","0","0","3","83","196","1792","112","3 ","2","","2019","0","80","0","003","10C003","","","","0","",
"WWRC","19","08","10","NEW CASTLE          ","0","0","26","421","1463","27664","2508","3 ","2","","2019","0","395","0","003","10C003","","","","0","",
"WCRL","19","08","10","NEW CASTLE          ","0","0","4","116","137","3344","209","3 ","2","","2019","0","112","0","003","10C003","","","","0","",
"WCRL","19","04","10","NEW CASTLE          ","0","0","3","99","232","7680","480","3 ","2","","2019","0","96","0","003","10C003","","","","0","",
"WWRC","19","03","10","NEW CASTLE          ","0","0","8","100","1721","8721","638","3 ","2","","2019","0","92","0","003","10C003","","","","0","",
"WCRL","19","03","10","NEW CASTLE          ","0","0","0","0","0","0","0","3 ","2","","2019","0","0","0","003","10C003","RAILROAD CLOSED","","","15","",
"WWRC","19","07","10","NEW CASTLE          ","0","0","27","542","1704","36980","2599","3 ","2","","2019","0","515","0","003","10C003","","","","0","",
"FCRD","19","04","12","DUVAL               ","0","0","3900","4966","3614","0","0","3 ","3","","2019","1066","0","0","031","12C031","WORKER HOURS ARE REPORTED BY PAYROLL AND ARE CORRECT.","","","53","",
"GC  ","19","04","12","DUVAL               ","0","0","3168","11132","10638","0","0","3 ","3","","2019","7964","0","0","031","12C031","WORKER HOURS ARE REPORTED BY PAYROLL AND ARE CORRECT.","","","53","",
"GIMY","19","04","12","DUVAL               ","0","0","8280","8856","6068","0","0","3 ","3","","2019","576","0","0","031","12C031","WORKER HOURS ARE REPORTED BY PAYROLL AND ARE CORRECT.","","","53","",
"GITM","19","04","12","DUVAL               ","0","0","1530","2154","685","0","0","3 ","3","","2019","624","0","0","031","12C031","","","","0","",
"GSWY","19","04","12","DUVAL               ","0","0","612","1022","1733","0","0","3 ","3","","2019","410","0","0","031","12C031","WORKER HOURS ARE REPORTED BY PAYROLL AND ARE CORRECT.","","","53","",
"GVSR","19","04","12","DUVAL               ","0","0","1350","1350","2239","0","0","3 ","3","","2019","0","0","0","031","12C031","WORKER HOURS ARE REPORTED BY PAYROLL AND ARE CORRECT.","","","53","",
"HOG ","19","04","12","DUVAL               ","0","0","415","1639","2332","0","0","3 ","3","","2019","1224","0","0","031","12C031","","","","0","",
"NS  ","19","02","13","FULTON              ","0","0","950838","7134257","3857978","0","0","1 ","3","","2019","6183419","0","0","121","13C121","","","","0","",
"GWRC","19","02","13","WILKES              ","0","0","96","214","311","0","0","6 ","3","","2019","118","0","0","317","13C317","","","","0","",
"FCR ","19","02","13","FULTON              ","0","0","2088","2088","1492","0","0","6 ","3","","2019","0","0","0","121","13C121","","","","0","",
"GWRC","19","07","13","WILKES              ","0","0","41","191","232","0","0","6 ","3","","2019","150","0","0","317","13C317","","","","0","",
"AWRY","19","06","13","CHATHAM             ","0","0","196","196","379","0","0","3 ","3","","2019","0","0","0","051","13C051","","","","0","",
"FCR ","19","06","13","FULTON              ","0","0","1993","1993","1424","0","0","6 ","3","","2019","0","0","0","121","13C121","","","","0","",
"ABR ","19","06","13","CLARKE              ","0","0","0","0","0","0","0","3 ","3","","2019","0","0","0","059","13C059","","","","0","",
"SWGX","19","01","13","CRISP               ","0","0","0","0","0","0","0","3 ","3","","2019","0","0","0","081","13C081","NO TRAINS OPERATED IN JANUARY 2019","","","34","",
"RASX","19","04","13","CLAYTON             ","0","0","31872","31872","21479","0","0","3 ","3","","2019","0","0","0","063","13C063","","","","0","",
"CPR ","19","03","13","MORGAN              ","0","0","0","1211","547","0","0","3 ","3","","2019","1211","0","0","211","13C211","","","","0","",
"FCR ","19","04","13","FULTON              ","0","0","1864","1864","1332","0","0","6 ","3","","2019","0","0","0","121","13C121","","","","0","",
"SM  ","19","06","13","CAMDEN              ","0","0","275","515","781","0","0","3 ","3","","2019","240","0","0","039","13C039","","","","0","",
"LW  ","19","06","13","JEFFERSON           ","0","0","0","0","2","0","0","3 ","3","","2019","0","0","0","163","13C163","","","","0","",
"RASX","19","02","13","CLAYTON             ","0","0","26784","26784","18228","0","0","3 ","3","","2019","0","0","0","063","13C063","","","","0","",
"NCVA","19","07","12","DUVAL               ","0","0","0","3335","2638","0","0","3 ","3","","2019","3335","0","0","031","12C031","","","","0","",
"PCBX","19","07","12","DUVAL               ","0","0","1371","1371","679","0","0","","3","","2019","0","0","0","031","12C031","","","","0","",
"GLRX","19","02","08","CLEAR CREEK         ","0","0","2","2","1526","0","0","3 ","6","","2019","0","0","0","019","08C019","WINTER MAINTENANCE SEASON  PASSENGER HAULING SEASON BEGINS 4/27/19","","","66","",
"CTSR","19","06","08","CONEJOS             ","0","0","0","3904","3100","426484","6859","3 ","6","","2019","0","3904","0","021","08C021","GOOD RIDERSHIP THIS MONTH
","","","27","",
"CTSR","19","02","08","CONEJOS             ","0","0","0","0","0","0","0","3 ","6","","2019","0","0","0","021","08C021","WE ARE STILL JUST DOING OUR WINTER REPAIRS AND MAINTENANCE FOR OUR UPCOMING SEASON","","","82","",
"DSNG","19","02","08","LA PLATA            ","0","0","25","649","14112","70408","1354","3 ","6","","2019","0","468","156","067","08C067","MILEAGE INCLUDES 9 TRIPS TO CASCADE CANYON WITH 3 TRIPS HAVING BEEN CANCELLED DUE TO HEAVY SNOW AND ","ELEVATED AVALANCHE RISK","","123","",
"RRRR","19","04","08","FREMONT             ","0","0","0","1880","601","0","0","3 ","6","","2019","1880","0","0","043","08C043","INCREASE IN BUSINESS","","","20","",
"GWR ","19","07","08","LARIMER             ","0","0","1128","7964","6836","0","0","3 ","6","","2019","6836","0","0","069","08C069","","","","0","",
"DSNG","19","04","08","LA PLATA            ","0","0","20","2024","18080","216424","4162","3 ","6","","2019","0","1752","252","067","08C067","INCREASED DAY OF WEEK OPERATIONS FOR DURANGO - CASCADE CANYON EXCURSION TRAINS","","","78","",
"CTSR","19","04","08","CONEJOS             ","0","0","0","0","0","0","0","3 ","6","","2019","0","0","0","021","08C021","WE HAVE BEEN O0N MAINTENANCE WORK  PREPARING FOR START OF SEASON","","","64","",
"RRRR","19","01","08","FREMONT             ","0","0","0","1476","485","0","0","3 ","6","","2019","1476","0","0","043","08C043","INCREASE IN BUSINESS","","","20","",
"SLC ","19","02","08","RIO GRANDE          ","0","0","0","396","894","0","0","3 ","6","","2019","396","0","0","105","08C105","","","","0","",
"GLRX","19","01","08","CLEAR CREEK         ","0","0","5","12","1898","20629","2947","3 ","6","","2019","0","7","0","019","08C019","END OF PASSENGER HAULING SEASON
BEGIN MAINTENANCE SEASON","","","57","",
"RTDC","19","01","08","DENVER              ","0","0","0","222492","47560","7686320","590612","6 ","6","","2019","0","222492","0","031","08C031","EMPLOYEE WORK HOURS INCREASE DUE TO THREE PAY PERIODS DURING MONTH OF JANUARY.  PASSENGER MILES AND ","PASSENGERS TRANSPORTED RESTATED AS REQUIRED BY FTA TO USE APC DATA FOR NATIONAL TRANSIT DATABASE REP","ORTING.","207","",
"RTDZ","19","01","08","DENVER              ","0","0","0","174526","11382","11619","4901","3 ","6","","2019","0","174526","0","031","08C031","","","","0","",
"GWR ","19","02","08","LARIMER             ","0","0","1032","5862","6465","0","0","3 ","6","","2019","4830","0","0","069","08C069","","","","0","",
"CW  ","19","02","08","PUEBLO              ","0","0","8496","8496","11191","0","0","3 ","6","","2019","0","0","0","101","08C101","SHORT MONTH","","","11","",
"MJ  ","19","07","17","COOK                ","0","0","0","0","0","0","0","6 ","4","","2019","0","0","0","031","17C031","","","","0","",
"CRL ","19","07","17","COOK                ","0","0","8468","8980","6402","0","0","3 ","4","","2019","512","0","0","031","17C031","","","","0","",
"WC  ","19","07","17","COOK                ","0","0","70923","813387","398981","0","0","6 ","4","","2019","742142","0","322","031","17C031","","","","0","",
"GTW ","19","06","17","COOK                ","0","0","23416","221975","120999","0","0","6 ","4","","2019","198222","0","337","031","17C031","","","","0","",
"NIRC","19","06","17","COOK                ","0","0","7711","314418","462051","42755092","2680761","6 ","4","","2019","0","306707","0","031","17C031","","","","0","",
"HOS ","19","04","18","PERRY               ","0","0","0","854","692","0","0","3 ","4","","2019","854","0","0","123","18C123","","","","0","",
"DCRR","19","06","18","DUBOIS              ","0","0","0","30","48","0","0","3 ","4","","2019","30","0","0","037","18C037","","","","0","",
"DCRR","19","07","18","DUBOIS              ","0","0","0","40","48","0","0","3 ","4","","2019","40","0","0","037","18C037","","","","0","",
"IRM ","19","06","18","ORANGE              ","0","0","0","436","1146","75522","4053","3 ","4","","2019","0","436","0","117","18C117","","","","0","",
"IRM ","19","07","18","ORANGE              ","0","0","0","570","1164","97438","5408","3 ","4","","2019","0","570","0","117","18C117","","","","0","",
"LIRC","19","07","18","CLARK               ","0","0","972","8218","2744","0","0","3 ","4","","2019","7246","0","0","019","18C019","","","","0","",
"CSS ","19","07","18","LA PORTE            ","0","0","0","7400","12143","0","0","3 ","4","","2019","7400","0","0","091","18C091","","","","0","",
"LMIC","19","08","18","PORTER              ","0","0","13104","13104","5982","0","0","3 ","4","","2019","0","0","0","127","18C127","","","","0","",
"LNAL","19","08","18","HARRISON            ","0","0","43","143","524","0","0","3 ","4","","2019","100","0","0","061","18C061","","","","0","",
"LSIZ","19","08","18","PUTNAM              ","0","0","109","109","680","0","0","3 ","4","","2019","0","0","0","133","18C133","","","","0","",
"CEIW","19","05","18","MADISON             ","0","0","0","175","626","0","0","3 ","4","","2019","175","0","0","095","18C095","","","","0","",
"IERR","19","06","18","UNION               ","0","0","16","566","319","0","0","3 ","4","","2019","550","0","0","161","18C161","","","","0","",
"CKIN","19","09","18","FAYETTE             ","0","0","0","170","1540","0","0","3 ","4","","2019","170","0","0","041","18C041","","","","0","",
"IHB ","19","09","18","LAKE                ","0","0","70681","108575","104096","0","0","3 ","4","","2019","37894","0","0","089","18C089","","","","0","",
"DC  ","19","09","18","LAKE                ","0","0","8016","8016","9310","0","0","3 ","4","","2019","0","0","0","089","18C089","","","","0","",
"INRD","19","07","18","GREENE              ","0","0","27021","44065","22518","0","0","2 ","4","","2019","17044","0","0","055","18C055","","","","0","",
"IHB ","19","07","18","LAKE                ","0","0","74088","106554","108151","0","0","3 ","4","","2019","32466","0","0","089","18C089","","","","0","",
"CEIW","19","07","18","MADISON             ","0","0","0","144","473","0","0","3 ","4","","2019","144","0","0","095","18C095","","","","0","",
"GRW ","19","07","18","LAKE                ","0","0","12384","12384","26861","0","0","3 ","4","","2019","0","0","0","089","18C089","","","","0","",
"HVMV","19","06","18","STARKE              ","0","0","30","160","0","2898","320","3 ","4","","2019","0","130","0","149","18C149","","","","0","",
"LMIC","19","06","18","PORTER              ","0","0","11736","11736","5744","0","0","3 ","4","","2019","0","0","0","127","18C127","","","","0","",
"LNAL","19","06","18","HARRISON            ","0","0","41","181","480","0","0","3 ","4","","2019","140","0","0","061","18C061","","","","0","",
"HIES","19","05","11","WASHINGTON, DC      ","0","0","0","7056","4390","367735","2302","6 ","2","","2019","0","7056","0","001","11C001","","","","0","",
"ATK ","19","06","11","WASHINGTON, DC      ","0","0","156243","3281121","2974491","601888117","2863733","6 ","2","","2019","0","3124878","0","001","11C001","","","","0","",
"CDOT","19","06","11","WASHINGTON, DC      ","0","0","0","40090","19378","929278","35944","6 ","2","","2019","0","40090","0","001","11C001","","","","0","",
"NPR ","19","07","38","WALSH               ","0","0","0","4961","20492","0","0","3 ","8","","2019","4961","0","0","099","38C099","NPR CLOSED JULY 4 & 5, 2019 IN OBSERVATION OF INDEPENDENCE DAY & FLOATING HOLIDAY.","","","82","",
"RRVW","19","07","38","RICHLAND            ","0","0","2214","17902","19233","0","0","3 ","8","","2019","15688","0","0","077","38C077","","","","0","",
"DN  ","19","08","38","WALSH               ","0","0","0","300","276","0","0","3 ","8","","2019","300","0","0","099","38C099","","","","0","",
"NPR ","19","05","38","WALSH               ","0","0","0","4354","21746","0","0","3 ","8","","2019","4354","0","0","099","38C099","NPR CLOSED MAY 27, 2019 FOR MEMORIAL DAY OBSERVATION.","","","53","",
"DN  ","19","03","38","WALSH               ","0","0","0","350","297","0","0","3 ","8","","2019","350","0","0","099","38C099","","","","0","",
"RRVW","19","03","38","RICHLAND            ","0","0","2502","16899","21688","0","0","3 ","8","","2019","14397","0","0","077","38C077","","","","0","",
"DMVW","19","06","38","BURLEIGH            ","0","0","307","6447","15033","0","0","3 ","8","","2019","6140","0","0","015","38C015","","","","0","",
"DN  ","19","05","38","WALSH               ","0","0","0","300","247","0","0","3 ","8","","2019","300","0","0","099","38C099","","","","0","",
"RRVW","19","04","38","RICHLAND            ","0","0","2349","18172","20085","0","0","3 ","8","","2019","15823","0","0","077","38C077","","","","0","",
"DN  ","19","09","38","WALSH               ","0","0","0","250","241","0","0","3 ","8","","2019","250","0","0","099","38C099","","","","0","",
"NPR ","19","09","38","WALSH               ","0","0","0","4257","21024","0","0","3 ","8","","2019","4257","0","0","099","38C099","NPR CLOSED SEPTEMBER 2, 2019 FOR LABOR DAY OBSERVATION.","","","55","",
"IAIS","19","02","19","LINN                ","0","0","25514","81682","39101","0","0","2 ","6","","2019","56083","0","85","113","19C113","","","","0","",
"CIC ","19","03","19","LINN                ","0","0","7040","7040","13123","0","0","3 ","6","","2019","0","0","0","113","19C113","RAILROAD WORKER HOURS CORRECTED.","","","32","",
"KEOK","19","01","19","LEE                 ","0","0","0","0","0","0","0","6 ","6","","2019","0","0","0","111","19C111","","","","0","",
"BJRY","19","08","19","DES MOINES          ","0","0","2536","2536","8919","0","0","3 ","6","","2019","0","0","0","057","19C057","","","","0","",
"BSVY","19","08","19","BOONE               ","0","0","20","885","1851","28547","4832","3 ","6","","2019","108","349","408","015","19C015","BOX 12 AND 16 ARE CORRECT. BOX 14 IS FOR MAINTENANCE OF WAY, DUE TO FLOODING THE NUMBERS ARE LOW. ","","","97","",
"BSVY","19","02","19","BOONE               ","0","0","10","210","1770","6116","278","3 ","6","","2019","90","88","22","015","19C015","VALENTINES DAY TRAINS.
","","","24","",
"BSVY","19","05","19","BOONE               ","0","0","15","570","1891","46596","2861","3 ","6","","2019","90","465","0","015","19C015","BEGINNING OF SEASON, BOX 12 AND 16 ARE CORRECT","","","46","",
"IATR","19","06","19","CERRO GORDO         ","0","0","0","330","1054","0","0","3 ","6","","2019","330","0","0","033","19C033","","","","0","",
"ISRY","19","06","19","APPANOOSE           ","0","0","0","601","1425","0","0","3 ","6","","2019","601","0","0","007","19C007","","","","0","",
"IAIS","19","05","19","LINN                ","0","0","29086","81326","39941","0","0","2 ","6","","2019","52000","0","240","113","19C113","","","","0","",
"IANR","19","05","19","BLACK HAWK          ","0","0","0","16218","18399","0","0","3 ","6","","2019","16218","0","0","013","19C013","","","","0","",
"IATR","19","08","19","CERRO GORDO         ","0","0","0","267","1468","0","0","3 ","6","","2019","267","0","0","033","19C033","","","","0","",
"FMWX","19","05","06","VENTURA             ","0","0","2","125","136","19186","1100","3 ","7","","2019","0","122","1","111","06C111","","","","0","",
"BJRR","19","04","06","SAN DIEGO           ","0","0","60","60","384","0","0","3 ","7","","2019","0","0","0","073","06C073","","","","0","",
"CFNR","19","08","06","YOLO                ","0","0","0","6250","5909","0","0","3 ","7","","2019","6250","0","0","113","06C113","NO INJURIES OR ILLNESSES TO REPORT","","","34","",
"SDIY","19","08","06","SAN DIEGO           ","0","0","0","470","1258","0","0","3 ","7","","2019","470","0","0","073","06C073","THE REASON FOR THE FLUCTUATION IN HOURS IS BECAUSE OF THREE (3) PAY PERIODS IN THE MONTH","","","88","",
"SJVR","19","08","06","KERN                ","0","0","0","21170","12883","0","0","3 ","7","","2019","21170","0","0","029","06C029","PLEASE SEE THE ATTACHED FORMS 6180.55A ","","","38","",
"SMV ","19","07","06","SANTA BARBARA       ","0","0","0","392","1191","0","0","3 ","7","","2019","392","0","0","083","06C083","","","","0","",
"QRR ","19","08","06","PLUMAS              ","0","0","0","402","351","0","0","3 ","7","","2019","402","0","0","063","06C063","","","","0","",
"VTAZ","19","07","06","SANTA CLARA         ","0","0","0","15042","4956","439916","71088","3 ","7","","2019","0","15042","0","085","06C085","VTA OPERATES APPROXIMATELY 10% OF OUR RAIL SERVICE MILEAGE WITHIN THE VASONA CORRIDOR. VTA IS USING ","THE TOTAL AMOUNT OF HOURS WORKED & DIVIDING IT BY TEN TO COME UP WITH THE ANSWER TO ITEM 15 `RAILROA","D WORKER HOURS`","215","",
"SCRT","19","07","06","SACRAMENTO          ","0","0","0","84915","0","7767380","443577","3 ","7","","2019","0","53069","31846","067","06C067","","","","0","",
"SDTI","19","07","06","SAN DIEGO           ","0","0","0","169993","10312","12912674","2266393","3 ","7","","2019","0","169993","0","073","06C073","","","","0","",
"PCMZ","19","07","06","SANTA CLARA         ","0","0","2304","120903","92648","32029997","1374678","6 ","7","","2019","0","118599","0","085","06C085","","","","0","",
